name,Shahar,Yili,"Dvigatel hajmi, l",Kuzov,Yurgani,Uzatish qutisi,Rangi,Uzatma,Kami bor,price
Chevrolet Damas,Farg'ona,2022,,Sedan,10 km,,Oq,,Ha,8200
Chevrolet Spark,Samarqand,2019,1.5 (Gaz-benzin),Hatchback,69 000 km,Mexanika,Oq,Oldi,,7900
Chevrolet Lacetti,Toshkent,2020,1.6 (Benzin),Sedan,46 000 km,Avtomat,Oq,Oldi,Ha,14000
Chevrolet Lacetti,Guliston,2020,1.6 (Gaz-benzin),Sedan,63 925 km,Avtomat,Qora,Oldi,,14200
Chevrolet Nexia 3,Samarqand,2019,1.5 (Gaz-benzin),Sedan,65 000 km,Avtomat,Oq,Oldi,Ha,9500
Chevrolet Spark,Toshkent,2020,1.3 (Benzin),Hatchback,39 000 km,Mexanika,Mokriy asfalt,Oldi,,8500
Chevrolet Lacetti,Termiz,2010,1.8 (Gaz-benzin),Sedan,167 000 km,Mexanika,Delfin,Oldi,,7849
Chevrolet Nexia 2,Urganch,2015,1.6 (Gaz-benzin),Sedan,300 000 km,Mexanika,,Oldi,Ha,6002
Chevrolet Lacetti,Toshkent,2022,1.6 (Benzin),Sedan,,Avtomat,Qora,Oldi,,14900
VAZ (Lada) Largus,Beruniy,2018,1.6 (Gaz),Sedan,150 000 km,Mexanika,,Oldi,Ha,12465
Daewoo Damas,Jizzax,2004,,Universal,246 640 km,Mexanika,Oq,Orqa,Ha,3509
Chevrolet Lacetti,Farg'ona,2016,1.8 (Gaz-benzin),Sedan,130 km,Mexanika,Olcha,Oldi,,9300
Chevrolet Lacetti,Samarqand,2016,1.5 (Benzin),Sedan,48 000 km,Mexanika,Oq,Oldi,Ha,10500
Hyundai Tucson,Buxoro,2020,2 (Benzin),Yo‘ltanlamas,29 000 km,Avtomat,,To'liq,Ha,33000
Daewoo Damas,Qo'qon,2012,,Universal,185 000 km,Mexanika,Oq,Oldi,,5000
Chevrolet Damas,Qo'ng'irot tumani,2022,,Universal,9 000 km,Mexanika,,Orqa,Ha,8310
Chevrolet Epica,Samarqand,2008,2.4 (Gaz-benzin),Sedan,289 km,Mexanika,,Oldi,Ha,6700
Chevrolet Nexia 2,Guliston,2009,1.5 (Gaz-benzin),Sedan,245 000 km,Mexanika,Qora,Oldi,Ha,5000
Daewoo Nexia,Toshkent,2006,,Sedan,320 000 km,Mexanika,Kumush rang,,Ha,5000
Chevrolet Captiva,Amudaryo tumani,2011,3 (Gaz-benzin),Krossover,105 000 km,Avtomat,,To'liq,,16200
GAZ 31029 (Volga),Jizzax,1997,,Sedan,40 000 km,Mexanika,,Orqa,Ha,2678
Chevrolet Nexia 2,Buxoro,2015,1.6 (Gaz-benzin),Sedan,114 000 km,Mexanika,,Oldi,Ha,6000
Daewoo Gentra,Toshkent,2017,1.5 (Benzin),Sedan,42 108 km,Mexanika,,Oldi,Ha,11000
Chevrolet Lacetti,Toshkent,2013,1.6 (Gaz-benzin),Sedan,257 000 km,Avtomat,Oq,Oldi,Ha,8500
Chevrolet Damas,Urganch,2022,2 (Benzin),Universal,,Mexanika,Oq,Orqa,,8310
Chevrolet Nexia 3,Urganch,2019,1.5 (Benzin),Sedan,100 000 km,Avtomat,,Oldi,Ha,9234
Chevrolet Spark,Samarqand,2019,1.3 (Benzin),Hatchback,16 000 km,Mexanika,Oq,Oldi,Ha,7900
Renault Trafic,Farg'ona,2007,2.3 (Gaz-benzin),Furgon,210 000 km,Mexanika,Kumush rang,Oldi,Ha,12000
VAZ (Lada) 2106,Samarqand,1983,1.5 (Gaz),Sedan,,Mexanika,,To'liq,Ha,1385
VAZ (Lada) 2106,Denov,1982,,Sedan,999 km,Mexanika,,,,1450
Chevrolet Nexia 3,Toshkent,2019,1.5 (Benzin),Sedan,99 085 km,Mexanika,Mokriy asfalt,Oldi,,9000
Moskvich 412,Andijon,1984,,Sedan,400 000 km,Mexanika,Oq,Orqa,,1200
VAZ (Lada) Priora,Qumqo'rg'on tumani,2014,1.6 (Gaz-benzin),Universal,100 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,7000
Chevrolet Lacetti,Toshkent,2019,1.8 (Gaz-benzin),Sedan,81 400 km,Mexanika,Sadaf-jigarrang,Oldi,Ha,11000
Chevrolet Damas,Buxoro,2021,0.8 (Benzin),Universal,15 000 km,Mexanika,Oq,Orqa,Ha,8200
Chevrolet Lacetti,Urganch,2022,1.6 (Benzin),Sedan,,Avtomat,,Oldi,Ha,16159
VAZ (Lada) 2107,Zomin tumani,1999,,Sedan,10 649 km,Mexanika,Oq,Orqa,Ha,1847
Chevrolet Spark,Navoiy,2018,1.3 (Gaz-benzin),Hatchback,250 000 km,Mexanika,,Oldi,,6279
Renault Trafic,Farg'ona,2007,2.3 (Gaz-benzin),Furgon,210 000 km,Mexanika,Kumush rang,Oldi,Ha,12000
VAZ (Lada) 2106,Samarqand,1983,1.5 (Gaz),Sedan,,Mexanika,,To'liq,Ha,1385
VAZ (Lada) 2106,Denov,1982,,Sedan,999 km,Mexanika,,,,1450
Chevrolet Nexia 3,Toshkent,2019,1.5 (Benzin),Sedan,99 085 km,Mexanika,Mokriy asfalt,Oldi,,9000
Moskvich 412,Andijon,1984,,Sedan,400 000 km,Mexanika,Oq,Orqa,,1200
VAZ (Lada) Priora,Qumqo'rg'on tumani,2014,1.6 (Gaz-benzin),Universal,100 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,7000
Chevrolet Lacetti,Toshkent,2019,1.8 (Gaz-benzin),Sedan,81 400 km,Mexanika,Sadaf-jigarrang,Oldi,Ha,11000
Chevrolet Damas,Buxoro,2021,0.8 (Benzin),Universal,15 000 km,Mexanika,Oq,Orqa,Ha,8200
Chevrolet Lacetti,Urganch,2022,1.6 (Benzin),Sedan,,Avtomat,,Oldi,Ha,16159
VAZ (Lada) 2107,Zomin tumani,1999,,Sedan,10 649 km,Mexanika,Oq,Orqa,Ha,1847
Chevrolet Spark,Navoiy,2018,1.3 (Gaz-benzin),Hatchback,250 000 km,Mexanika,,Oldi,,6279
Chevrolet Lacetti,Urganch,2020,1.5 (Gaz-benzin),Sedan,16 000 km,Mexanika,,Oldi,Ha,12465
Chevrolet Nexia 2,Farg'ona,2009,1.5 (Gaz-benzin),Sedan,250 000 km,Mexanika,,Oldi,Ha,6200
Chevrolet Matiz,Buxoro,2009,0.8 (Gaz-benzin),Hatchback,20 000 km,Mexanika,Oq,Oldi,,3600
VAZ (Lada) 2107,Jizzax,1992,,Sedan,,Mexanika,,,Ha,2308
Moskvich AZLK 2137 Kombi,Jizzax,1974,1.3 (Benzin),Universal,,Mexanika,Delfin,Orqa,Ha,600
Hyundai i30,Toshkent,2009,1.6 (Benzin),Hatchback,219 000 km,Avtomat,Qora,Oldi,Ha,11200
Chevrolet Lacetti,Toshkent,2009,1.6 (Gaz-benzin),Sedan,157 000 km,Avtomat,Oq,Oldi,Ha,8500
Tofas Dogan,Samarqand,1999,,Yo‘ltanlamas,58 000 km,Mexanika,Mokriy asfalt,Orqa,Ha,1847
Chevrolet Lacetti,Toshkent,2022,1.6 (Benzin),Sedan,25 km,Avtomat,Oq,Oldi,,12500
Chevrolet Lacetti,Buxoro,2013,1.6 (Gaz-benzin),Sedan,114 000 km,Avtomat,Oq,Oldi,Ha,9000
Chevrolet Nexia 2,Navoiy,2009,1.5 (Gaz-benzin),Sedan,395 363 km,Mexanika,Qora,Oldi,Ha,4617
Fiat Kartal,Piskent tumani,1995,,Hatchback,24 000 km,Mexanika,,,Ha,3000
VAZ (Lada) Самара 2 (седан 2115),Toshkent,2008,,Sedan,192 000 km,Mexanika,,,Ha,3800
Chevrolet Nexia 2,Xiva tumani,2013,1.5 (Gaz-benzin),Sedan,89 000 km,Mexanika,Kumush rang,Oldi,Ha,5725
Daewoo Matiz (Standart),Xiva tumani,2005,,Sedan,200 000 km,Mexanika,Oq,Oldi,Ha,2955
Chevrolet Damas,Navoiy,2021,,Sedan,51 000 km,Mexanika,Oq,Orqa,,8126
Chevrolet Lacetti,Toshkent,2013,1.8 (Benzin),Sedan,123 000 km,Mexanika,Oq,Oldi,Ha,8500
Chevrolet Nexia 2,Jizzax,2013,1.5 (Gaz-benzin),Sedan,380 000 km,Mexanika,Oq,Oldi,Ha,5400
Chevrolet Lacetti,Urganch,2021,1.6 (Benzin),Sedan,7 000 km,Avtomat,,Oldi,Ha,16159
Chevrolet Lacetti,Nukus,2022,1.8 (Benzin),Sedan,200 km,Mexanika,,Oldi,,13389
Chevrolet Captiva,Qarshi,2011,2.4 (Gaz-benzin),Krossover,149 000 km,Mexanika,Qaymoq rang,To'liq,Ha,14000
Chevrolet Nexia 2,Samarqand,2011,1.5 (Benzin),Sedan,200 km,Mexanika,,Oldi,,5300
Daewoo Nexia,Guliston,2006,1.5 (Gaz-benzin),Sedan,287 000 km,Mexanika,Kumush rang,,,5000
Chevrolet Damas,Namangan tumani,2020,,Universal,59 000 km,Mexanika,Oq,Orqa,Ha,7500
GAZ 3102 (Volga),Denov,1996,2 (Gaz),Universal,999 999 km,Mexanika,Oq,Orqa,,2031
Daewoo Espero,Guliston,1996,,Sedan,,Mexanika,Sadaf-jigarrang,,Ha,1570
VAZ (Lada) 2101,Farg'ona,1980,,Sedan,,Mexanika,,To'liq,Ha,1385
Chevrolet Lacetti,Qo'qon,2020,1.6 (Gaz-benzin),Sedan,50 300 km,Avtomat,Qora,Oldi,,14500
Chevrolet Cobalt,Toshkent,2020,1.5 (Gaz-benzin),Sedan,34 000 km,Avtomat,Mokriy asfalt,Oldi,Ha,11500
Chevrolet Matiz,Buxoro,2009,0.8 (Gaz-benzin),Hatchback,87 000 km,Avtomat,Oq,Oldi,Ha,4500
Chevrolet Lacetti,Toshkent,2018,1.8 (Gaz-benzin),Sedan,132 000 km,Avtomat,Oq,Oldi,Ha,12000
Chevrolet Lacetti,Toshkent,2022,1.6 (Benzin),Sedan,25 km,Avtomat,Qora,Oldi,,15500
Chevrolet Cobalt,Samarqand,2014,1.5 (Benzin),Sedan,60 000 km,Mexanika,Oq,Oldi,Ha,8700
Daewoo Damas,Samarqand,1999,,Sedan,200 000 km,Mexanika,,Orqa,,4155
VAZ (Lada) Samara (hatchback 2108),Guliston,1988,1.5 (Gaz-benzin),Hatchback,1 000 km,Mexanika,Oq,Oldi,Ha,1477
Daewoo Matiz (Standart),Xiva tumani,2005,2 (Gaz-benzin),Hatchback,200 000 km,Mexanika,Oq,Oldi,Ha,2955
Chevrolet Nexia 2,Qarshi,2015,1.6 (Gaz-benzin),Sedan,103 000 km,Mexanika,Oq,Oldi,Ha,6464
VAZ (Lada) Largus,Toshkent,2015,,Universal,300 000 km,Mexanika,Kumush rang,Oldi,Ha,8900
Daewoo Nexia,Namangan,2001,1.6 (Gaz-benzin),Sedan,325 000 km,Mexanika,Oq,Oldi,Ha,6000
VAZ (Lada) 2106,Samarqand,1981,2 (Gaz),Hatchback,988 888 km,Mexanika,Qizil,Orqa,Ha,831
Daewoo Matiz Best,Toshkent,2009,1 (Gaz-benzin),Hatchback,550 000 km,Mexanika,Kumush rang,Oldi,Ha,3500
Chevrolet Damas,Namangan,2021,,Yo‘ltanlamas,500 km,Mexanika,Oq,,,7700
Chevrolet Spark,Toshkent,2013,1.3 (Benzin),Hatchback,214 000 km,Mexanika,Oq,Oldi,Ha,6500
Chevrolet Lacetti,Jizzax,2022,1.8 (Gaz-benzin),Sedan,2 000 km,Mexanika,Oq,Oldi,,13389
VAZ (Lada) 2106,Samarqand,1986,,Yo‘ltanlamas,,Mexanika,,,Ha,1000
Chevrolet Cobalt,Navoiy,2020,1.5 (Gaz-benzin),Sedan,51 000 km,Avtomat,Oq,Oldi,,11819
Chevrolet Cobalt,Xonqa tumani,2022,1.5 (Benzin),Sedan,,Avtomat,Oq,Oldi,,12927
Chevrolet Spark,Toshkent,2018,1.3 (Benzin),Hatchback,35 000 km,Avtomat,Oq,Oldi,Ha,8100
JAC M4,Toshkent,2020,2 (Benzin),Miniven,,Mexanika,Oq,Orqa,,20314
JAC J5 (Heyue),Toshkent,2019,,Hatchback,500 km,Avtomat,Oq,To'liq,Ha,18929
VAZ (Lada) Niva,Jizzax,1983,1.8 (Gaz-benzin),Yo‘ltanlamas,,Mexanika,,To'liq,Ha,5500
Chevrolet Cobalt,Toshkent,2020,1.5 (Benzin),Sedan,35 000 km,Mexanika,Oq,Oldi,Ha,10800
Ford E 350,Samarqand,1994,1.6 (Gaz),Hatchback,680 000 km,Mexanika,Qizil,Oldi,Ha,2308
Chevrolet Spark,Toshkent,2018,1.3 (Benzin),Hatchback,53 000 km,Mexanika,Oq,Oldi,,8500
Chevrolet Cobalt,Guliston,2019,1.5 (Gaz-benzin),Sedan,51 543 km,Mexanika,Oq,Oldi,,11000
Chevrolet Epica,Samarqand,2011,2.4 (Gaz-benzin),Sedan,,Avtomat,Oq,Oldi,Ha,11000
GAZ 31105 (Volga),Xo'jayli tumani,2004,,Sedan,98 000 km,Mexanika,Oq,Orqa,Ha,3047
Chevrolet Lacetti,Yangiyer,2010,1.8 (Gaz-benzin),Sedan,360 000 km,Avtomat,Oq,Oldi,Ha,7500
Chevrolet Nexia 2,Navoiy,2009,1.6 (Gaz-benzin),Sedan,400 000 km,Mexanika,Sariq,Oldi,,4155
Chevrolet Matiz Best,Toshkent,2012,1 (Gaz-benzin),Hatchback,298 000 km,Mexanika,Oq,Oldi,Ha,4500
Chevrolet Nexia 3,Toshkent,2017,1.5 (Benzin),Sedan,81 000 km,Mexanika,Sadaf-jigarrang,Oldi,Ha,8000
Chevrolet Labo,Beruniy,2021,,Pikup,984 km,Mexanika,Oq,Orqa,,8772
Chevrolet Spark,Navoiy,2012,1.3 (Benzin),Hatchback,99 000 km,Mexanika,,Oldi,Ha,6187
GAZ 31029 (Volga),Xiva tumani,1996,,Pikup,200 000 km,Mexanika,,Orqa,Ha,2770
VAZ (Lada) 2106,Farg'ona,1985,,Sedan,,Mexanika,Oq,Orqa,,1000
Daewoo Tico,Urganch,1998,,Hatchback,104 000 km,Mexanika,,,,2770
Chevrolet Lacetti,Navoiy,2014,1.8 (Gaz-benzin),Sedan,166 000 km,Mexanika,,Oldi,Ha,8310
Chevrolet Matiz,Toshkent,2006,0.8 (Benzin),Hatchback,290 000 km,Mexanika,Oq,Oldi,Ha,3200
VAZ (Lada) Granta,Buxoro,2014,,Sedan,35 000 km,Mexanika,,Orqa,Ha,5540
Chevrolet Labo,Beruniy,2021,,Pikup,984 km,Mexanika,Oq,Orqa,,8772
Chevrolet Spark,Navoiy,2012,1.3 (Benzin),Hatchback,99 000 km,Mexanika,,Oldi,Ha,6187
GAZ 31029 (Volga),Xiva tumani,1996,,Pikup,200 000 km,Mexanika,,Orqa,Ha,2770
VAZ (Lada) 2106,Farg'ona,1985,,Sedan,,Mexanika,Oq,Orqa,,1000
Daewoo Tico,Urganch,1998,,Hatchback,104 000 km,Mexanika,,,,2770
Chevrolet Lacetti,Navoiy,2014,1.8 (Gaz-benzin),Sedan,166 000 km,Mexanika,,Oldi,Ha,8310
Chevrolet Matiz,Toshkent,2006,0.8 (Benzin),Hatchback,290 000 km,Mexanika,Oq,Oldi,Ha,3200
VAZ (Lada) Granta,Buxoro,2014,,Sedan,35 000 km,Mexanika,,Orqa,Ha,5540
Chevrolet Spark,Toshkent,2022,1.3 (Benzin),Hatchback,7 000 km,Mexanika,Oq,Oldi,,10500
Chevrolet Nexia 2,Buxoro,2009,1.6 (Gaz-benzin),Sedan,170 000 km,Mexanika,Oltin rang,Oldi,Ha,4500
Chevrolet Matiz Best,Toshkent,2011,1 (Gaz-benzin),Hatchback,437 000 km,Mexanika,Oq,Oldi,,4200
Chevrolet Nexia 2,Toshkent,2009,1.6 (Gaz-benzin),Sedan,318 000 km,Mexanika,Oltin rang,Oldi,Ha,5200
Chevrolet Lacetti,Samarqand,2009,1.8 (Gaz-benzin),Sedan,515 000 km,Mexanika,Oq,Oldi,Ha,6350
Chevrolet Nexia 2,Farg'ona,2016,1.5 (Gaz-benzin),Sedan,233 000 km,Mexanika,Oq,Oldi,,6000
Chevrolet Matiz,Urganch,2011,0.8 (Gaz-benzin),Hatchback,195 000 km,Mexanika,Oq,Oldi,Ha,4155
VAZ (Lada) 2101,Parkent tumani,1975,1.6 (Gaz-benzin),Sedan,600 000 km,Mexanika,,Orqa,Ha,1939
Opel Vectra,Toshkent,2000,2.2 (Gaz-benzin),Sedan,291 000 km,Avtomat,,Oldi,Ha,5900
Moskvich 412,Marg'ilon,1989,1.8 (Gaz-benzin),Pikup,80 000 km,Mexanika,,Orqa,Ha,1847
VAZ (Lada) 2107,Toshkent,2011,1.6 (Gaz-benzin),Sedan,169 000 km,Mexanika,Mokriy asfalt,Orqa,Ha,4500
VAZ (Lada) 2107,Toshkent,2007,,Sedan,,Mexanika,Oq,,Ha,3000
Tofas Dogan,Olmaliq,1994,1.5 (Benzin),Sedan,777 777 km,Mexanika,Oq,Orqa,Ha,1801
VAZ (Lada) Granta,Namangan,2019,1.5 (Gaz-benzin),Sedan,76 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,9500
VAZ (Lada) 2106,Kosonsoy tumani,1987,,Sedan,,Mexanika,Ko'k-xavorang,Orqa,Ha,2200
Chevrolet Nexia 2,Jizzax,2015,1.6 (Gaz-benzin),Sedan,160 000 km,Mexanika,Oq,Oldi,Ha,7200
Chevrolet Captiva,Toshkent,2011,3 (Benzin),Krossover,35 500 km,Avtomat,,To'liq,,17000
Chevrolet Lacetti,Urganch,2015,1.8 (Gaz-benzin),Sedan,100 000 km,Mexanika,Olcha,Oldi,,8997
Chevrolet Spark,Navoiy,2011,1.3 (Gaz-benzin),Hatchback,315 000 km,Mexanika,Sariq,Oldi,Ha,5078
Chevrolet Lacetti,Qarshi,2020,1.5 (Gaz-benzin),Sedan,6 700 km,Mexanika,Oq,Oldi,,13389
Ford Transit,Bo'z tumani,1991,2 (Dizel),Mikroavtobus,777 777 km,Mexanika,Mokriy asfalt,Orqa,,3000
Ford Escort,Qarshi,1995,1.8 (Dizel),Hatchback,100 000 km,Mexanika,Qizil,Oldi,,1662
Chevrolet Cobalt,Toshkent,2021,1.5 (Gaz-benzin),Sedan,22 500 km,Mexanika,Oq,Oldi,,11400
Chevrolet Lacetti,Qarshi,2022,1.8 (Benzin),Sedan,700 km,Mexanika,Qora,Oldi,Ha,13389
Chevrolet Equinox,Toshkent,2021,2 (Benzin),Krossover,17 000 km,Avtomat,Ko'k,To'liq,,38000
Chevrolet Nexia 2,Farg'ona,2013,1.5 (Benzin),Sedan,320 000 km,Mexanika,Olcha,Oldi,Ha,4500
Daewoo Damas,Navoiy,2001,,Universal,187 000 km,Mexanika,,,Ha,4617
Chevrolet Epica,Farg'ona,2011,2.2 (Benzin),Sedan,70 000 km,Mexanika,,Oldi,Ha,9800
Daewoo Damas,Buxoro,2019,,Mikroavtobus,,Avtomat,,Oldi,,11000
Daewoo Nexia,Jizzax,2007,,Sedan,350 000 km,Mexanika,,Oldi,Ha,4247
Chevrolet Captiva,Toshkent,2012,3.2 (Gaz-benzin),Krossover,232 000 km,Avtomat,Oq,To'liq,,15000
VAZ (Lada) 2107,Qarshi,2000,,Sedan,50 000 km,Mexanika,Qora,Orqa,,2770
VAZ (Lada) 2107,Qarshi,2000,,Sedan,50 000 km,Mexanika,Qora,Orqa,,2770
Chevrolet Cobalt,Urganch,2020,1.5 (Gaz-benzin),Sedan,13 000 km,Mexanika,Qora,Oldi,,10896
Chevrolet Epica,Toshkent,2010,2 (Benzin),Sedan,,Avtomat,Oq,Oldi,,9800
Chevrolet Cobalt,Termiz,2015,1.5 (Gaz-benzin),Sedan,125 227 km,Mexanika,,Oldi,,9000
VAZ (Lada) XRAY,Qarshi,2018,1.8 (Gaz-benzin),Hatchback,100 000 km,Avtomat,To'q qizil,Oldi,Ha,9500
Chevrolet Tracker,Buxoro,2019,,,22 000 km,Mexanika,Qora,,Ha,17082
Daewoo Matiz (Standart),Qarshi,2002,0.8 (Gaz-benzin),Hatchback,260 000 km,Mexanika,Qizil,Oldi,Ha,3000
Chevrolet Matiz,Qarshi,2004,0.8 (Benzin),Hatchback,329 662 km,Mexanika,Kumush rang,Oldi,Ha,2770
Daewoo Nexia,Qarshi,2007,,Sedan,,Mexanika,,,,4500
VAZ (Lada) Vesta,Sariosiyo tumani,2020,1.8 (Benzin),Universal,14 500 km,Mexanika,Xameleon,Oldi,,17082
Chevrolet Nexia 2,Toshkent,2014,1.5 (Gaz-benzin),Sedan,131 000 km,Mexanika,Ko'k,Oldi,Ha,6500
Daewoo Labo,Farg'ona,1996,1.5 (Gaz-benzin),Furgon,555 555 km,Mexanika,Oq,Orqa,Ha,4500
Daewoo Damas,Samarqand,1997,3 (Benzin),Mikroavtobus,2 km,Mexanika,Qizil,Oldi,Ha,3700
Chevrolet Matiz,Toshkent,2006,0.8 (Gaz-benzin),Hatchback,243 000 km,Mexanika,Kulrang,Oldi,Ha,3300
Chevrolet Nexia 2,Jizzax,2014,1.6 (Gaz-benzin),Sedan,195 937 km,Mexanika,,Oldi,Ha,6500
Daewoo Damas,Farg'ona,2006,,Hatchback,310 000 km,Mexanika,,Orqa,Ha,5000
Chevrolet Cobalt,Namangan,2022,1.5 (Benzin),Sedan,,Avtomat,Oq,Oldi,,13000
Chevrolet Cobalt,Toshkent,2020,1.5 (Gaz-benzin),Sedan,66 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,10000
Chevrolet Cobalt,Olmaliq,2019,1.5 (Benzin),Sedan,53 000 km,Avtomat,,Oldi,,11500
Chevrolet Labo,Jizzax,2021,,Sedan,25 km,Mexanika,,Orqa,Ha,8772
Daewoo Damas,Farg'ona,2006,,Hatchback,310 000 km,Mexanika,,Orqa,Ha,5000
Chevrolet Cobalt,Namangan,2022,1.5 (Benzin),Sedan,,Avtomat,Oq,Oldi,,13000
Chevrolet Cobalt,Toshkent,2020,1.5 (Gaz-benzin),Sedan,66 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,10000
Chevrolet Cobalt,Olmaliq,2019,1.5 (Benzin),Sedan,53 000 km,Avtomat,,Oldi,,11500
Chevrolet Labo,Jizzax,2021,,Sedan,25 km,Mexanika,,Orqa,Ha,8772
Chevrolet Spark,Buxoro,2017,1.3 (Benzin),Hatchback,77 660 km,Mexanika,Oq,Oldi,,8000
Chevrolet Tracker,Toshkent,2020,,,80 000 km,Mexanika,Qora,,Ha,16500
Moskvich 412,Buxoro,1986,2 (Gaz-benzin),Sedan,,Mexanika,,Orqa,Ha,923
Chevrolet Epica,Xiva tumani,2011,2 (Gaz-benzin),Sedan,180 000 km,Mexanika,Oq,Oldi,Ha,8850
GAZ 32213 (GAZel),Qarshi,2013,,Furgon,,Mexanika,Kumush rang,Orqa,Ha,10000
Chevrolet Lacetti,Qo'qon,2021,1.5 (Gaz-benzin),Sedan,61 000 km,Avtomat,Oq,Oldi,Ha,14000
Daewoo Matiz (Standart),Namangan,2011,,Hatchback,,Mexanika,Oq,Oldi,Ha,3500
Chevrolet Spark,Toshkent,2019,1.3 (Benzin),Hatchback,21 500 km,Avtomat,Mokriy asfalt,Oldi,Ha,8700
Kia Carnival,Farg'ona,2007,2.7 (Gaz),Miniven,200 000 km,Avtomat,,Oldi,Ha,11000
Chevrolet Lacetti,Navoiy,2020,1.8 (Benzin),Sedan,21 000 km,Mexanika,Mokriy asfalt,Oldi,,13000
Chevrolet Nexia 2,Buxoro,2013,1.6 (Gaz-benzin),Sedan,200 000 km,Mexanika,,Oldi,Ha,5000
Chevrolet Nexia 2,Buxoro,2010,1.5 (Gaz-benzin),Sedan,145 000 km,Mexanika,Oq,Oldi,Ha,4617
GAZ 24 (Volga),Bo'stonliq tumani,1985,8 (Benzin),Universal,,Mexanika,Qaymoq rang,To'liq,Ha,1385
VAZ (Lada) 2101,Sho'rchi tumani,1979,,Sedan,888 888 km,Mexanika,,Orqa,,1847
Chevrolet Lacetti,Buxoro,2017,1.6 (Benzin),Sedan,39 000 km,Avtomat,Oq,Oldi,,13000
Chevrolet Malibu,Qarshi,2017,2.4 (Benzin),Sedan,39 000 km,Mexanika,Oq,Oldi,Ha,27000
Chevrolet Cobalt,Toshkent,2013,1.5 (Benzin),Sedan,85 000 km,Mexanika,Delfin,Oldi,,8500
Chevrolet Lacetti,Buxoro,2010,1.8 (Benzin),Sedan,16 000 km,Mexanika,Oq,Oldi,Ha,12000
Daewoo Damas,Toshkent,1997,0.8 (Gaz-benzin),Sedan,123 456 km,Mexanika,Saxara (qum rang),Orqa,,3000
Chevrolet Nexia 2,Toshkent,2015,1.6 (Gaz-benzin),Sedan,95 140 km,Mexanika,Mokriy asfalt,Oldi,,7400
Chevrolet Spark,Toshkent,2012,1 (Benzin),Hatchback,180 000 km,Mexanika,,Oldi,Ha,6000
Chevrolet Nexia 3,Toshkent,2019,1.5 (Benzin),Sedan,36 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,8700
Chevrolet Matiz,Toshkent,2016,0.8 (Benzin),Hatchback,89 300 km,Mexanika,Oq,Oldi,,5000
Daewoo Lacetti,Toshkent,2015,,Sedan,190 000 km,Mexanika,Oq,Oldi,,11000
Chevrolet Matiz,Toshkent,2018,0.8 (Benzin),Hatchback,98 000 km,Mexanika,Oq,Oldi,Ha,5500
Chevrolet Lacetti,Toshkent,2016,1.6 (Benzin),Sedan,131 172 km,Avtomat,Oq,Oldi,,11000
Daewoo Nexia,Qarshi,1997,,Sedan,292 000 km,Mexanika,Oq,Oldi,,3693
IJ 2715,Qarshi,1994,1.6 (Gaz-benzin),Furgon,999 km,Mexanika,Oq,Orqa,,2493
Daewoo Tico,Urganch,1997,,Sedan,321 123 km,Mexanika,Binafsha rang,Oldi,Ha,1662
Daewoo Nexia,Pastdarg'om tumani,1996,1.4 (Gaz-benzin),Universal,334 533 km,Mexanika,Oq,Oldi,Ha,3000
Chevrolet Spark,Toshkent,2014,1.3 (Benzin),Hatchback,62 500 km,Mexanika,Oq,Oldi,,6800
Chevrolet Lacetti,Toshkent,2010,1.8 (Benzin),Sedan,217 000 km,Mexanika,Qora,Oldi,Ha,7100
Chevrolet Nexia 3,Zomin tumani,2020,1.5 (Gaz-benzin),Sedan,69 000 km,Mexanika,Oq,Oldi,Ha,9234
Mercedes-Benz E 200,Samarqand,2005,2 (Benzin),Sedan,201 000 km,Tiptronik,,Orqa,Ha,19000
Chevrolet Epica,Toshkent,2011,2 (Gaz-benzin),Sedan,138 000 km,Mexanika,Qora,Oldi,Ha,9000
Mercedes-Benz E 200,Samarqand,2005,2 (Benzin),Sedan,201 000 km,Tiptronik,,Orqa,Ha,19000
Chevrolet Epica,Toshkent,2011,2 (Gaz-benzin),Sedan,138 000 km,Mexanika,Qora,Oldi,Ha,9000
Mercedes-Benz E 200,Toshkent,2020,2 (Benzin),Sedan,,Avtomat,Oq,,,41000
Mercedes-Benz V-Class,Toshkent,2020,2.5 (Benzin),Miniven,,Avtomat,,,,55000
Mercedes-Benz GLE 450,Toshkent,2020,3 (Benzin),Yo‘ltanlamas,,Avtomat,Oq,,,61000
Mercedes-Benz G 500,Toshkent,2020,4 (Benzin),Yo‘ltanlamas,,Avtomat,Qora,,,148000
Mercedes-Benz S 600,Toshkent,2021,2.9 (Benzin),Sedan,,Avtomat,Olcha,,,114000
Mercedes-Benz GLS 63 AMG,Toshkent,2021,4 (Benzin),Yo‘ltanlamas,,Avtomat,,,,120000
Chevrolet Nexia 2,Rishton tumani,2010,1.5 (Gaz-benzin),Sedan,250 000 km,Mexanika,Oq,Oldi,Ha,5400
UAZ 469,Toshkent,1996,1.8 (Benzin),Yo‘ltanlamas,20 000 km,Mexanika,Oq,To'liq,Ha,5300
